"full_name","suburb","speed","st_asgeojson"
"Mayfair Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.72611,-36.71059],[174.72628,-36.71049]]}"
"Ketu Ct","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.70282,-36.71961],[174.70286,-36.71915]]}"
,"Coatesville","80","{""type"":""LineString"",""coordinates"":[[174.63972,-36.71891],[174.64286,-36.71839]]}"
,"Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71093,-36.71395],[174.71094,-36.71392],[174.71096,-36.7139]]}"
"Marigold Pl","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74497,-36.73616],[174.74416,-36.7356]]}"
"University Ave","Albany","30","{""type"":""LineString"",""coordinates"":[[174.70238,-36.73233],[174.70275,-36.7323]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71071,-36.73077],[174.711,-36.73073]]}"
"The Rise","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73223,-36.74022],[174.73192,-36.74013]]}"
"The Rise","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.7316,-36.73978],[174.73155,-36.73973]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70827,-36.73266],[174.70838,-36.73247],[174.70841,-36.73239],[174.70841,-36.73231]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70507,-36.72984],[174.70507,-36.72976],[174.70502,-36.72967],[174.70497,-36.72961],[174.70488,-36.72955],[174.70477,-36.72949],[174.70464,-36.72945],[174.70453,-36.72942],[174.70442,-36.72942],[174.70431,-36.72943]]}"
,"Rosedale","20","{""type"":""LineString"",""coordinates"":[[174.71506,-36.75014],[174.71523,-36.75012]]}"
"Rautahi Ter","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68711,-36.68515],[174.68714,-36.68506],[174.68716,-36.68498],[174.68715,-36.68489]]}"
"The Oval","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.64713,-36.75343],[174.647,-36.75331]]}"
,"Albany","15","{""type"":""LineString"",""coordinates"":[[174.71039,-36.72973],[174.71058,-36.72943]]}"
"University Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.7007,-36.73269],[174.70069,-36.73207],[174.70062,-36.73195],[174.70049,-36.73181]]}"
"Elm Hvn","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71072,-36.71468],[174.71123,-36.7146],[174.71139,-36.71456],[174.71154,-36.71452]]}"
"Carolina Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70285,-36.73945],[174.70267,-36.73949],[174.70249,-36.73951],[174.70229,-36.73953],[174.70219,-36.73954],[174.70214,-36.73947],[174.70211,-36.73933],[174.70202,-36.73899]]}"
,"Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71107,-36.71395],[174.71106,-36.71392],[174.71104,-36.7139],[174.711,-36.71389],[174.71096,-36.7139]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.71669,-36.74071],[174.7167,-36.74059],[174.71673,-36.7405],[174.71681,-36.74043]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.7112,-36.73064],[174.71125,-36.73049]]}"
"The Station Cres","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69311,-36.73325],[174.69325,-36.73319]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.71064,-36.72885],[174.71077,-36.72881]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.69721,-36.72633],[174.6973,-36.72628],[174.69745,-36.72609],[174.69762,-36.72585]]}"
"Taroka Clos","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7229,-36.72649],[174.72304,-36.72628]]}"
,"Browns Bay","10","{""type"":""LineString"",""coordinates"":[[174.74757,-36.71561],[174.74758,-36.71512],[174.74757,-36.71505],[174.74754,-36.71501],[174.74747,-36.71499],[174.74729,-36.71498],[174.74723,-36.71496],[174.7472,-36.71492],[174.74719,-36.71486],[174.7472,-36.71444]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.75026,-36.69002],[174.75018,-36.68994],[174.75015,-36.68988],[174.75015,-36.6898],[174.7502,-36.6897],[174.7503,-36.68962],[174.75041,-36.68957],[174.7506,-36.68952],[174.75073,-36.68945]]}"
"Oaklands Rd","Albany","30","{""type"":""LineString"",""coordinates"":[[174.69259,-36.73628],[174.69263,-36.73623],[174.69273,-36.73617],[174.69282,-36.73614]]}"
"Kings Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73231,-36.73866],[174.73248,-36.73869],[174.73262,-36.73872],[174.73275,-36.73872],[174.73292,-36.73871],[174.73316,-36.73866]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70705,-36.72755],[174.70689,-36.72749]]}"
"Penguin Dr","Murrays Bay","50","{""type"":""LineString"",""coordinates"":[[174.73513,-36.73377],[174.73512,-36.73356],[174.73512,-36.73348],[174.73517,-36.73341],[174.73568,-36.73303]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70258,-36.72343],[174.70258,-36.72308],[174.70256,-36.72291],[174.70266,-36.7227],[174.70278,-36.72257],[174.70292,-36.72248]]}"
"Bushglen Ct","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73709,-36.72833],[174.73707,-36.72829],[174.73708,-36.72825],[174.73711,-36.72822]]}"
"The Station Cres","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69286,-36.73349],[174.69311,-36.73325]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70357,-36.7224],[174.70366,-36.7224],[174.70374,-36.72238],[174.70488,-36.72177]]}"
,"Long Bay","20","{""type"":""LineString"",""coordinates"":[[174.74803,-36.68378],[174.74786,-36.68356]]}"
,"Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71438,-36.71038],[174.7143,-36.71028],[174.71429,-36.71022],[174.7143,-36.71016],[174.71433,-36.70995]]}"
,"Schnapper Rock","10","{""type"":""LineString"",""coordinates"":[[174.68628,-36.75552],[174.68647,-36.75542]]}"
,"Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71958,-36.71738],[174.72016,-36.71668]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.75095,-36.68737],[174.75114,-36.68733]]}"
"University Ave","Albany","30","{""type"":""LineString"",""coordinates"":[[174.70177,-36.73237],[174.70172,-36.73232],[174.70165,-36.73222],[174.70165,-36.732],[174.70162,-36.73185],[174.70153,-36.73169],[174.7014,-36.73154]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70605,-36.72717],[174.70593,-36.72712],[174.70587,-36.72712],[174.70584,-36.72715]]}"
"Akeake Ln","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.70051,-36.71827],[174.70002,-36.71821],[174.69986,-36.71818],[174.69957,-36.71806],[174.69944,-36.71798]]}"
"Fishwicke Ln","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69093,-36.72279],[174.6903,-36.72224]]}"
,"Windsor Park","50","{""type"":""LineString"",""coordinates"":[[174.73729,-36.73732],[174.73731,-36.73729],[174.7373,-36.73725],[174.73726,-36.73722],[174.73691,-36.7371]]}"
"Salerno Rise","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69761,-36.71897],[174.69767,-36.71869],[174.69769,-36.71851],[174.69767,-36.7184],[174.6976,-36.71828],[174.69744,-36.71819],[174.69731,-36.71817],[174.69717,-36.71818]]}"
"Tir Conaill Ln","Okura","50","{""type"":""LineString"",""coordinates"":[[174.73068,-36.67435],[174.73144,-36.67401],[174.73195,-36.67377],[174.73223,-36.67358],[174.73234,-36.67346],[174.73255,-36.67316],[174.73327,-36.67211],[174.73343,-36.67196],[174.73371,-36.6718],[174.73396,-36.67176],[174.73427,-36.67177],[174.73486,-36.67202],[174.7351,-36.6721],[174.73575,-36.67226],[174.73772,-36.67268]]}"
"Stadium Dr","Albany","20","{""type"":""LineString"",""coordinates"":[[174.70371,-36.7262],[174.70373,-36.72613]]}"
"Brompton Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73069,-36.73885],[174.73061,-36.73882],[174.73047,-36.73874],[174.73036,-36.73862],[174.73031,-36.73852]]}"
,"Albany","15","{""type"":""LineString"",""coordinates"":[[174.71028,-36.72987],[174.71039,-36.72973]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.7062,-36.73148],[174.70598,-36.73135]]}"
,"Castor Bay","50","{""type"":""LineString"",""coordinates"":[[174.76468,-36.75546],[174.7649,-36.75543]]}"
"Brompton Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73162,-36.73867],[174.73169,-36.73862],[174.73179,-36.7385],[174.73186,-36.7384],[174.73192,-36.73829]]}"
"Tarata Ct","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68406,-36.68645],[174.684,-36.68647],[174.68394,-36.68648],[174.68388,-36.68647],[174.68383,-36.68645],[174.6838,-36.68641],[174.6838,-36.68637]]}"
,"Rosedale","20","{""type"":""LineString"",""coordinates"":[[174.71487,-36.75018],[174.71506,-36.75014]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.70473,-36.71708],[174.70453,-36.71666],[174.70453,-36.71662],[174.70454,-36.71658],[174.70458,-36.71655],[174.70465,-36.71653],[174.70641,-36.71639],[174.7068,-36.71634],[174.70725,-36.71626],[174.70733,-36.71622],[174.70737,-36.71615],[174.70737,-36.71602],[174.70738,-36.71564]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70652,-36.73164],[174.70661,-36.73168],[174.70666,-36.73169],[174.70672,-36.73168],[174.70676,-36.73165],[174.70701,-36.73138]]}"
,"Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.75015,-36.75825],[174.74997,-36.75808],[174.7499,-36.75802],[174.74985,-36.75799],[174.7498,-36.75803],[174.74973,-36.75809]]}"
"Hastings Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75064,-36.74],[174.7507,-36.74],[174.75073,-36.73997],[174.75074,-36.73993],[174.75073,-36.73988],[174.75066,-36.73976]]}"
,"Windsor Park","10","{""type"":""LineString"",""coordinates"":[[174.73551,-36.74297],[174.73553,-36.74287]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70682,-36.73461],[174.70677,-36.73458],[174.70674,-36.73452],[174.70673,-36.73445],[174.70676,-36.73425],[174.70675,-36.7341],[174.7067,-36.73402],[174.70663,-36.73394],[174.70655,-36.73389],[174.70646,-36.73386],[174.70634,-36.73385],[174.70602,-36.73391],[174.70561,-36.73394],[174.70542,-36.73399],[174.70519,-36.73408]]}"
"Tarata Ct","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68406,-36.68645],[174.68417,-36.6865],[174.68429,-36.68654],[174.68441,-36.68655],[174.68453,-36.68652],[174.6847,-36.68647],[174.68491,-36.68642],[174.68512,-36.68638]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70485,-36.73012],[174.70504,-36.72992],[174.70507,-36.72984]]}"
"William Laurie Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.7112,-36.73205],[174.712,-36.73192],[174.71216,-36.73193]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74471,-36.71764],[174.74445,-36.71766],[174.7443,-36.71764],[174.74414,-36.71762]]}"
,"Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.68311,-36.75031],[174.68301,-36.75036],[174.68297,-36.75037],[174.68291,-36.75038],[174.68274,-36.7504],[174.6824,-36.75037],[174.68226,-36.75034],[174.68195,-36.75023]]}"
,"Rosedale","20","{""type"":""LineString"",""coordinates"":[[174.71412,-36.75033],[174.7143,-36.75031],[174.71462,-36.75024]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70686,-36.72785],[174.70669,-36.72778]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70217,-36.73334],[174.70218,-36.7333],[174.70217,-36.73326],[174.70213,-36.73322],[174.70206,-36.73321]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70721,-36.72803],[174.70719,-36.72799],[174.70702,-36.72792]]}"
"Eastbourne Rd","Albany","30","{""type"":""LineString"",""coordinates"":[[174.69319,-36.73409],[174.6937,-36.73364]]}"
"Ash Ave","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71212,-36.71625],[174.71238,-36.71618],[174.71254,-36.71615],[174.71253,-36.71597],[174.71269,-36.71586]]}"
"Rautahi Ter","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68715,-36.68489],[174.6871,-36.68472],[174.68703,-36.6846],[174.68681,-36.68428],[174.68654,-36.68387],[174.6865,-36.68381],[174.68647,-36.68374],[174.68645,-36.68366],[174.68644,-36.68359]]}"
"Oaklands Rd","Albany","30","{""type"":""LineString"",""coordinates"":[[174.69228,-36.73652],[174.69244,-36.73643],[174.69253,-36.73635]]}"
"Goodland Dr","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.66718,-36.68534],[174.66782,-36.68528],[174.66821,-36.68515],[174.66848,-36.68499]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70745,-36.73117],[174.70724,-36.73112]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70035,-36.7319],[174.70021,-36.73182],[174.70008,-36.73174],[174.7,-36.73161],[174.69998,-36.73151],[174.7,-36.7314]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70809,-36.72938],[174.70816,-36.72931],[174.70833,-36.72926]]}"
,"Rosedale","20","{""type"":""LineString"",""coordinates"":[[174.71501,-36.75082],[174.71489,-36.75069]]}"
"Bushglen Ct","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73753,-36.72879],[174.73743,-36.72868],[174.73725,-36.72843]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70599,-36.72857],[174.70584,-36.72852]]}"
"Lavender Clos","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71189,-36.71491],[174.71199,-36.71489],[174.71212,-36.71487],[174.71226,-36.71484],[174.71271,-36.71478],[174.71325,-36.7146]]}"
,"Albany","15","{""type"":""LineString"",""coordinates"":[[174.71111,-36.72821],[174.71098,-36.72776]]}"
"Kahia Ln","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68864,-36.68621],[174.68868,-36.6862],[174.68871,-36.68618],[174.68872,-36.68615]]}"
,"Rosedale","5","{""type"":""LineString"",""coordinates"":[[174.73237,-36.74158],[174.73249,-36.74148]]}"
"Zara Ct","Windsor Park","50","{""type"":""LineString"",""coordinates"":[[174.73695,-36.74065],[174.73667,-36.74063],[174.73634,-36.74058],[174.7362,-36.7405]]}"
"Fuschia Ln","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71034,-36.71432],[174.71102,-36.71423],[174.71119,-36.71417]]}"
"Whiteways Dr","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.66618,-36.68536],[174.66604,-36.68485],[174.66591,-36.68461],[174.6657,-36.68439],[174.66546,-36.6842],[174.66526,-36.6841],[174.66502,-36.684],[174.66477,-36.68394],[174.66451,-36.68392],[174.664,-36.68383],[174.6638,-36.68377],[174.66363,-36.68368],[174.66349,-36.68358],[174.66336,-36.68348],[174.66299,-36.68325]]}"
"Lucas Pt","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.6922,-36.72695],[174.69233,-36.7269],[174.6924,-36.72684],[174.69241,-36.72679],[174.69241,-36.72674],[174.69241,-36.72646],[174.69241,-36.72639],[174.69239,-36.72634],[174.69237,-36.72629],[174.69233,-36.72624],[174.69221,-36.72613],[174.69205,-36.72597],[174.69196,-36.72591]]}"
"Oaklands Rd","Albany","30","{""type"":""LineString"",""coordinates"":[[174.69376,-36.73654],[174.69372,-36.73634]]}"
,"Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71983,-36.70899],[174.71951,-36.7085]]}"
"Glenvar Ridge Rd","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74241,-36.68367],[174.74247,-36.68365],[174.74262,-36.68364],[174.74274,-36.68367],[174.74284,-36.68372],[174.74302,-36.68394],[174.74316,-36.68407],[174.74335,-36.68421],[174.74366,-36.68437],[174.74402,-36.68449],[174.74414,-36.68456],[174.74443,-36.6848],[174.74453,-36.68483],[174.74464,-36.68483],[174.74475,-36.68479],[174.74487,-36.68472],[174.74555,-36.68428],[174.74635,-36.68382],[174.74676,-36.68364],[174.74752,-36.68344]]}"
,"Albany","70","{""type"":""LineString"",""coordinates"":[[174.71331,-36.7224],[174.71334,-36.72234],[174.71338,-36.72228],[174.7134,-36.72219]]}"
"Carberry Ln","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71872,-36.73233],[174.71814,-36.7318],[174.71778,-36.73149],[174.71775,-36.73143],[174.71773,-36.73131]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70569,-36.72901],[174.7057,-36.72879],[174.70573,-36.7287],[174.70584,-36.72852]]}"
"Iris Watch","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71107,-36.71395],[174.71118,-36.71391],[174.71136,-36.71385],[174.71141,-36.71381],[174.71142,-36.71377],[174.71141,-36.71373],[174.71137,-36.7137],[174.71132,-36.71368],[174.71114,-36.71368]]}"
"Medway Rd","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.65037,-36.75307],[174.65011,-36.75275]]}"
"Jack Hinton Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.71352,-36.75016],[174.71297,-36.74981],[174.71274,-36.7496],[174.71259,-36.74955],[174.71172,-36.74944],[174.71134,-36.74929],[174.71106,-36.74917],[174.71069,-36.74893],[174.71063,-36.74881],[174.71069,-36.74814],[174.71043,-36.74694],[174.71166,-36.74679]]}"
"Masons Rd","Oteha","10","{""type"":""LineString"",""coordinates"":[[174.7152,-36.72405],[174.71545,-36.72354]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70197,-36.73334],[174.70196,-36.7333],[174.70197,-36.73326],[174.70201,-36.73322],[174.70206,-36.73321]]}"
"University Ave","Albany","30","{""type"":""LineString"",""coordinates"":[[174.70349,-36.73181],[174.70369,-36.73155]]}"
"Piggot Way","Albany","15","{""type"":""LineString"",""coordinates"":[[174.70868,-36.73035],[174.70861,-36.7303],[174.70857,-36.73022],[174.70856,-36.73018]]}"
"Spencer Rd","Oteha","10","{""type"":""LineString"",""coordinates"":[[174.71654,-36.72681],[174.71636,-36.72669]]}"
"Uruhau Clos","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72933,-36.69527],[174.72922,-36.69529],[174.72919,-36.69526],[174.72917,-36.69519],[174.72915,-36.69508],[174.72912,-36.695],[174.72904,-36.69498],[174.72893,-36.69496],[174.72872,-36.69495],[174.72856,-36.69493]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70034,-36.7334],[174.70056,-36.73314]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.71679,-36.7412],[174.71674,-36.74114],[174.71672,-36.74106],[174.7167,-36.74093],[174.71669,-36.74071]]}"
,"Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.72656,-36.74897],[174.72638,-36.74885],[174.72634,-36.74882],[174.72632,-36.74879],[174.72632,-36.74876],[174.72635,-36.74874],[174.7264,-36.74874],[174.72655,-36.74877],[174.72663,-36.74878],[174.72671,-36.74877],[174.72685,-36.74874],[174.72712,-36.74864],[174.72724,-36.74861],[174.72732,-36.7486],[174.72738,-36.74861],[174.72742,-36.74863]]}"
"Goodland Dr","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.66449,-36.68646],[174.66487,-36.68596]]}"
"Kell Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69462,-36.72531],[174.69425,-36.72503],[174.69422,-36.72497],[174.69423,-36.72493],[174.69426,-36.72488],[174.69449,-36.72464]]}"
"Caddean Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73227,-36.73835],[174.73218,-36.73832],[174.73192,-36.73829]]}"
"Rautahi Ter","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68522,-36.68662],[174.68512,-36.68638]]}"
"Ketu Ct","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.70298,-36.71963],[174.70282,-36.71961]]}"
"Piggot Way","Albany","15","{""type"":""LineString"",""coordinates"":[[174.7064,-36.72912],[174.70623,-36.72908]]}"
"Warman Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71231,-36.68244],[174.7122,-36.68238],[174.71206,-36.68232],[174.71141,-36.68208],[174.71133,-36.68205],[174.71126,-36.68201],[174.7112,-36.68195],[174.71098,-36.68161],[174.71073,-36.68119],[174.7107,-36.68112],[174.71068,-36.68102]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69192,-36.72439],[174.69194,-36.7243],[174.69193,-36.72426],[174.69162,-36.7238],[174.69151,-36.72367],[174.6915,-36.72352],[174.69148,-36.72337],[174.6914,-36.72325],[174.69093,-36.72279]]}"
"Eastbourne Rd","Albany","30","{""type"":""LineString"",""coordinates"":[[174.69255,-36.73414],[174.69286,-36.73414],[174.69301,-36.73412],[174.69319,-36.73409]]}"
"Taroka Clos","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7229,-36.72649],[174.72272,-36.72645],[174.72257,-36.72638]]}"
"Kewa Rd","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.70738,-36.71564],[174.70745,-36.7144]]}"
,"Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.74863,-36.74796],[174.74891,-36.74788],[174.74897,-36.74784],[174.74899,-36.74778],[174.749,-36.74764]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70471,-36.73054],[174.70463,-36.73049],[174.7046,-36.73044],[174.7046,-36.7304],[174.70463,-36.73035],[174.70485,-36.73012]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.7034,-36.73031],[174.70323,-36.73012],[174.70289,-36.72974],[174.70284,-36.72967],[174.70283,-36.7296],[174.70283,-36.72954]]}"
"Peony Mews","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71556,-36.72527],[174.71545,-36.72485]]}"
"Draycott Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73256,-36.73979],[174.7324,-36.7397],[174.73221,-36.7397],[174.73187,-36.73971],[174.73169,-36.73974],[174.7316,-36.73978]]}"
,"Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73239,-36.74191],[174.73244,-36.74186],[174.73247,-36.7418],[174.73247,-36.74173],[174.73246,-36.74168]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69865,-36.71804],[174.6985,-36.71802],[174.69844,-36.71799],[174.69838,-36.71796],[174.69835,-36.71791],[174.69834,-36.71786],[174.69835,-36.71779],[174.69848,-36.71742]]}"
"Ilam Ln","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71765,-36.71257],[174.71739,-36.71245],[174.71709,-36.71234],[174.7169,-36.71228],[174.71681,-36.71226],[174.71674,-36.71221],[174.71671,-36.71215],[174.71661,-36.71201]]}"
,"Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73081,-36.74186],[174.73068,-36.74174],[174.73067,-36.74171],[174.73139,-36.7413]]}"
"Quail Dr","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69521,-36.71812],[174.69486,-36.71759]]}"
"Hokowhitu Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.6937,-36.73504],[174.69389,-36.735],[174.69397,-36.735]]}"
"University Ave","Albany","30","{""type"":""LineString"",""coordinates"":[[174.70275,-36.7323],[174.70301,-36.73218],[174.70319,-36.73207],[174.70333,-36.73196],[174.70349,-36.73181]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.69762,-36.72585],[174.69755,-36.72556],[174.69752,-36.72521],[174.69754,-36.72489]]}"
,"Rosedale","20","{""type"":""LineString"",""coordinates"":[[174.71587,-36.74998],[174.71607,-36.74997]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.7059,-36.7273],[174.70597,-36.7273],[174.70605,-36.72717]]}"
"Spencer Rd","Oteha","10","{""type"":""LineString"",""coordinates"":[[174.71622,-36.7266],[174.71617,-36.72653],[174.71576,-36.72625]]}"
"Living Stream Rd","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69841,-36.72035],[174.69794,-36.72023],[174.6976,-36.72011],[174.69752,-36.72008],[174.69746,-36.72003],[174.69727,-36.71983],[174.69722,-36.7198],[174.69718,-36.71977],[174.69713,-36.71976],[174.69708,-36.71976],[174.69703,-36.71977],[174.69694,-36.7198]]}"
"Windsor Cres","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72652,-36.7109],[174.72658,-36.71082],[174.72655,-36.71071],[174.72628,-36.71049]]}"
,"Albany","15","{""type"":""LineString"",""coordinates"":[[174.70955,-36.73023],[174.70972,-36.73019]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70953,-36.73291],[174.70978,-36.73282]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71191,-36.72956],[174.71205,-36.7294]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.73672,-36.67967],[174.7383,-36.67901]]}"
,"Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75597,-36.74719],[174.75602,-36.74718],[174.75605,-36.74716],[174.75606,-36.74712],[174.75605,-36.74708]]}"
,"Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.75028,-36.75837],[174.75015,-36.75825]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74752,-36.68344],[174.7475,-36.68338],[174.74752,-36.68332],[174.74757,-36.68328],[174.74764,-36.68327]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74803,-36.68378],[174.74831,-36.68363]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70638,-36.7273],[174.70621,-36.72723]]}"
"Fairview Dr","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71189,-36.71491],[174.71154,-36.71452]]}"
"Eastbourne Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.6937,-36.73364],[174.69391,-36.73348],[174.69397,-36.73347]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69183,-36.72593],[174.69188,-36.72594],[174.69193,-36.72593],[174.69196,-36.72591]]}"
"Carlisle Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73983,-36.71046],[174.73963,-36.71041]]}"
,"Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72457,-36.71223],[174.72445,-36.71214],[174.72412,-36.71214]]}"
"Vineyard Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.7,-36.7314],[174.6998,-36.73131]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70548,-36.72769],[174.70554,-36.72766],[174.7057,-36.72763]]}"
"Cheltenham Dr","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72372,-36.71144],[174.72396,-36.71143],[174.72434,-36.71143],[174.72459,-36.71141],[174.72474,-36.71137],[174.72487,-36.71132],[174.72505,-36.71123],[174.72522,-36.71115],[174.72547,-36.71108],[174.72577,-36.71109]]}"
"Mohaka Way","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.7031,-36.72011],[174.70287,-36.7201],[174.70264,-36.72006],[174.70249,-36.72003],[174.70241,-36.71999]]}"
