"full_name","suburb","speed","st_asgeojson"
"Omega St","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70667,-36.75346],[174.70699,-36.75314],[174.70711,-36.75306],[174.70726,-36.753],[174.70744,-36.75297],[174.70797,-36.75293],[174.70824,-36.75291],[174.70855,-36.75287],[174.70901,-36.75278],[174.70941,-36.75268],[174.70961,-36.75261],[174.70975,-36.75254],[174.70985,-36.75246],[174.70991,-36.75238],[174.70995,-36.75226],[174.70995,-36.75215],[174.70993,-36.75204],[174.70959,-36.75092]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70633,-36.74946],[174.70635,-36.74945],[174.70637,-36.74943],[174.70638,-36.7494],[174.70638,-36.74937]]}"
"Cassandra Grv","Totara Vale","50","{""type"":""LineString"",""coordinates"":[[174.72766,-36.75778],[174.7277,-36.75736],[174.72767,-36.75719],[174.72758,-36.75702],[174.72734,-36.75675]]}"
"Saddleback Rise","Murrays Bay","50","{""type"":""LineString"",""coordinates"":[[174.74284,-36.7322],[174.74307,-36.73183]]}"
"East Coast Rd","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72402,-36.72574],[174.72393,-36.72554],[174.72385,-36.72536],[174.72377,-36.72519],[174.72369,-36.72501],[174.7236,-36.72482],[174.72351,-36.72463],[174.72344,-36.72448]]}"
"Lincoln Clos","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.73133,-36.71354],[174.73115,-36.71343],[174.73081,-36.71336]]}"
"Weatherly Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73797,-36.70475],[174.73814,-36.70478],[174.73831,-36.70478],[174.73843,-36.70477],[174.73855,-36.70474],[174.73865,-36.70469],[174.7388,-36.7046],[174.73894,-36.70448]]}"
"Airey Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73867,-36.70714],[174.73802,-36.70694]]}"
"Newbury Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.685,-36.75389],[174.68507,-36.75391],[174.68517,-36.7539],[174.68551,-36.75376]]}"
"Foley Quarry Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.67354,-36.69774],[174.67355,-36.69764]]}"
"Barbados Dr","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71514,-36.75459],[174.71545,-36.75418],[174.71567,-36.75395]]}"
"Ellangowan Rd","Waiake","50","{""type"":""LineString"",""coordinates"":[[174.74971,-36.70342],[174.74961,-36.70341],[174.74949,-36.70338],[174.74934,-36.70333],[174.7492,-36.70328],[174.74888,-36.70316],[174.74855,-36.70304],[174.74837,-36.70297]]}"
"Anzac Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74832,-36.71682],[174.74859,-36.71681],[174.74897,-36.71681]]}"
"Upper Harbour Hwy","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72614,-36.7507],[174.72642,-36.75062]]}"
"East Coast Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74538,-36.74726],[174.74524,-36.7472],[174.74508,-36.74714],[174.74494,-36.7471],[174.74479,-36.74706],[174.74463,-36.74703],[174.74447,-36.74701],[174.74431,-36.747],[174.74415,-36.747]]}"
"Killybegs Dr","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72554,-36.73221],[174.72574,-36.73153]]}"
"Madison Pl","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.74592,-36.75889],[174.74604,-36.75872],[174.7464,-36.75845],[174.74694,-36.75806],[174.74722,-36.75797],[174.74743,-36.75797]]}"
"Glenmore Rd","Coatesville","80","{""type"":""LineString"",""coordinates"":[[174.65138,-36.73364],[174.65126,-36.73356],[174.6511,-36.73352],[174.64985,-36.73342],[174.6494,-36.73327],[174.64868,-36.73299],[174.64802,-36.73263],[174.6479,-36.7326],[174.6478,-36.7326],[174.64771,-36.73265],[174.64753,-36.73277],[174.64719,-36.73295],[174.64691,-36.73299]]}"
"John Brian Dr","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.7062,-36.68897],[174.70621,-36.68888]]}"
"Hollyhock Pl","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73718,-36.71976],[174.73731,-36.71968]]}"
"Holt Ave","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74318,-36.709],[174.74195,-36.70847],[174.74177,-36.7084],[174.74165,-36.70838],[174.7415,-36.70838],[174.74133,-36.70841],[174.74099,-36.70851],[174.74085,-36.70854],[174.74071,-36.70854],[174.74053,-36.70852]]}"
"Notre Dame Way","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69308,-36.74023],[174.69354,-36.74022]]}"
"Squirrel Ln","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73186,-36.72366],[174.73191,-36.72324],[174.73197,-36.72308],[174.73207,-36.72294],[174.73222,-36.72281],[174.73239,-36.72269],[174.73311,-36.72229],[174.7332,-36.72221],[174.73325,-36.72212],[174.73328,-36.72203],[174.73329,-36.72193],[174.73327,-36.72182],[174.73313,-36.72141]]}"
"Hobson Rd","Albany Heights","80","{""type"":""LineString"",""coordinates"":[[174.67737,-36.72158],[174.67739,-36.72153]]}"
"Hastings Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75112,-36.73935],[174.7512,-36.73936],[174.75131,-36.73935],[174.75179,-36.73921]]}"
"Sealy Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74844,-36.70047],[174.74751,-36.69918],[174.74745,-36.69906],[174.74742,-36.69892],[174.7472,-36.69746]]}"
,"Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71391,-36.75637],[174.7139,-36.75634],[174.7139,-36.7563],[174.71392,-36.75627],[174.71395,-36.75625]]}"
"Potter Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.66529,-36.69864],[174.6651,-36.69848],[174.66469,-36.69834],[174.66441,-36.69829],[174.66384,-36.69821],[174.66214,-36.69779],[174.66194,-36.69777],[174.66173,-36.69781],[174.66107,-36.69808],[174.65728,-36.69947],[174.65702,-36.6995],[174.65678,-36.69946],[174.65644,-36.69936],[174.6544,-36.69875],[174.65419,-36.69869],[174.654,-36.6986],[174.65389,-36.69848],[174.65345,-36.69777]]}"
"Fitzwilliam Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72396,-36.69996],[174.72393,-36.69985],[174.72389,-36.69971],[174.72386,-36.69964],[174.72382,-36.69956],[174.72377,-36.6995],[174.72371,-36.69943]]}"
"Rimu Rise","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70785,-36.73538],[174.70829,-36.73493]]}"
"St Ives Ter","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74454,-36.73842],[174.74457,-36.73826],[174.74463,-36.73784],[174.74467,-36.73767],[174.74481,-36.73728],[174.74484,-36.73715],[174.74483,-36.737],[174.74479,-36.73679],[174.74475,-36.73671],[174.7447,-36.73665]]}"
"Glen Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74549,-36.71619],[174.7455,-36.71559]]}"
"Haigh Access Rd","Silverdale","80","{""type"":""LineString"",""coordinates"":[[174.69747,-36.68107],[174.69764,-36.6808],[174.69768,-36.68073],[174.69778,-36.68051],[174.69783,-36.68045],[174.6979,-36.68039],[174.69805,-36.68028],[174.69819,-36.68015]]}"
"Sunset Rd","Windsor Park","50","{""type"":""LineString"",""coordinates"":[[174.73864,-36.74865],[174.73888,-36.74825]]}"
"Carrigans Clos","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71838,-36.72943],[174.71797,-36.72906]]}"
"O'Brien Rd","Coatesville","80","{""type"":""LineString"",""coordinates"":[[174.66876,-36.72702],[174.66883,-36.72691],[174.66901,-36.72647]]}"
"Dairy Flat Hwy","Albany Heights","80","{""type"":""LineString"",""coordinates"":[[174.68329,-36.72229],[174.68306,-36.72224]]}"
"Tarndale Grv","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70154,-36.74561],[174.7017,-36.74559],[174.70223,-36.74558]]}"
"Wright Rd","Dairy Flat","70","{""type"":""LineString"",""coordinates"":[[174.6978,-36.69191],[174.69784,-36.69168]]}"
"Fallow St","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73486,-36.72143],[174.73392,-36.72101]]}"
,"Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71406,-36.7564],[174.71409,-36.75637],[174.7141,-36.75634],[174.7141,-36.7563],[174.71408,-36.75627]]}"
"Idyll Pl","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.73099,-36.70826],[174.73083,-36.70824],[174.73065,-36.7082],[174.7304,-36.70816],[174.72996,-36.70812]]}"
"Mulu Pl","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71744,-36.70951],[174.71798,-36.70928]]}"
"Waiau St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75532,-36.69516],[174.75467,-36.6943]]}"
"Tonkin Dr","Sunnynook","50","{""type"":""LineString"",""coordinates"":[[174.74028,-36.75431],[174.73989,-36.75403]]}"
"Beach Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.7619,-36.74779],[174.76182,-36.74766]]}"
"Landing Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69021,-36.73337],[174.69039,-36.73293]]}"
"Inverness Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.7455,-36.71559],[174.743,-36.71555]]}"
"Salamanca Rd","Sunnynook","50","{""type"":""LineString"",""coordinates"":[[174.73301,-36.7548],[174.73268,-36.75469]]}"
"Maxwelton Dr","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74586,-36.74256],[174.74706,-36.74182]]}"
"Kelmore Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.68551,-36.75376],[174.6852,-36.75327],[174.68513,-36.75321],[174.68504,-36.75318],[174.68444,-36.75308]]}"
"Masons Rd","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71576,-36.72231],[174.71575,-36.72225],[174.71577,-36.72219],[174.71582,-36.72212]]}"
"Malin Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72874,-36.73427],[174.72842,-36.73415],[174.72834,-36.73411],[174.72827,-36.73405],[174.72824,-36.73399],[174.72822,-36.73392],[174.72823,-36.73384],[174.72826,-36.73376],[174.72837,-36.7336],[174.72842,-36.73349],[174.72845,-36.73336],[174.72844,-36.73323],[174.72841,-36.73304]]}"
"Caribbean Dr","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72038,-36.75541],[174.72051,-36.75521],[174.72059,-36.75505],[174.72066,-36.75489],[174.72073,-36.75471],[174.72079,-36.75454],[174.72109,-36.75369],[174.72112,-36.7536],[174.72116,-36.75351],[174.7212,-36.75344],[174.72124,-36.75337],[174.72127,-36.75332],[174.7213,-36.75327]]}"
"Ringwood St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75816,-36.69636],[174.75917,-36.69627]]}"
"Medallion Dr","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71641,-36.72309],[174.71645,-36.72289],[174.71647,-36.72273],[174.71647,-36.72252],[174.71648,-36.72234],[174.71649,-36.72223]]}"
"Maxwelton Dr","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74903,-36.74134],[174.74854,-36.74118],[174.7484,-36.74116],[174.74827,-36.74116],[174.74815,-36.74118],[174.74793,-36.74124]]}"
"Kallista Pl","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73111,-36.72557],[174.73095,-36.72544],[174.73086,-36.72538],[174.73027,-36.72504]]}"
"Tableau Pl","Totara Vale","50","{""type"":""LineString"",""coordinates"":[[174.72597,-36.75834],[174.7254,-36.75807],[174.72519,-36.75798],[174.72503,-36.75796],[174.72487,-36.75803]]}"
"Foley Quarry Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.66821,-36.70663],[174.66963,-36.70546]]}"
"O'Brien Rd","Coatesville","80","{""type"":""LineString"",""coordinates"":[[174.66624,-36.71304],[174.66619,-36.71288],[174.66584,-36.71238],[174.66577,-36.71229]]}"
"Sunset Rd","Sunnynook","50","{""type"":""LineString"",""coordinates"":[[174.73773,-36.74954],[174.73765,-36.74948]]}"
"Floyd's Ln","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70969,-36.74059],[174.70954,-36.73975]]}"
,"Albany","100","{""type"":""LineString"",""coordinates"":[[174.71774,-36.73564],[174.71774,-36.73559],[174.71773,-36.73553],[174.71771,-36.73548],[174.71768,-36.73542],[174.71739,-36.73488],[174.71715,-36.73443],[174.71706,-36.73427],[174.71688,-36.73395]]}"
"Fairview Ave","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71558,-36.71257],[174.71568,-36.71242],[174.71572,-36.71235],[174.71574,-36.71226]]}"
"East Coast Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70001,-36.68299],[174.69978,-36.68286]]}"
"Tetrarch Pl","Totara Vale","50","{""type"":""LineString"",""coordinates"":[[174.72812,-36.75985],[174.72811,-36.75968],[174.72802,-36.7595],[174.72791,-36.75937],[174.72777,-36.75925],[174.72737,-36.75905],[174.72723,-36.75873]]}"
"Northern Mtwy","Albany","100","{""type"":""LineString"",""coordinates"":[[174.71756,-36.73502],[174.71744,-36.73483],[174.71727,-36.73454],[174.71708,-36.73423],[174.71688,-36.73395]]}"
"Blakeborough Dr","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.74656,-36.75955],[174.74647,-36.75937],[174.74631,-36.75918],[174.74592,-36.75889]]}"
"Auld St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75729,-36.69419],[174.75688,-36.69416],[174.75663,-36.69418]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71959,-36.68314],[174.71972,-36.68298],[174.72008,-36.68238],[174.72048,-36.68183],[174.72056,-36.68171]]}"
"Ashwood Ave","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68118,-36.68749],[174.68114,-36.68736]]}"
"Beach Rd","Rothesay Bay","10","{""type"":""LineString"",""coordinates"":[[174.74085,-36.72644],[174.741,-36.72653],[174.74141,-36.7264]]}"
"Ponderosa Dr","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71989,-36.72108],[174.72026,-36.72106],[174.72046,-36.72102],[174.7206,-36.72096],[174.72071,-36.72088]]}"
"Rising Pde","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71875,-36.7088],[174.71829,-36.70819]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71197,-36.73564],[174.71231,-36.73556]]}"
"Babington Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74231,-36.69328],[174.74182,-36.69335],[174.74164,-36.69337],[174.7415,-36.69335],[174.74136,-36.6933],[174.74116,-36.6932]]}"
"Oak Manor Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69267,-36.74585],[174.69236,-36.74576]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71113,-36.73592],[174.71197,-36.73564]]}"
"Lorikeet Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.70951,-36.76029],[174.70967,-36.76002],[174.70974,-36.75984],[174.70981,-36.75978],[174.70985,-36.7597],[174.70988,-36.75955],[174.71003,-36.75914],[174.71011,-36.75895],[174.71015,-36.75874],[174.71019,-36.75859],[174.71027,-36.7584],[174.71037,-36.75822]]}"
"Athena Dr","Totara Vale","50","{""type"":""LineString"",""coordinates"":[[174.72888,-36.75797],[174.72766,-36.75778]]}"
"Asbury Cres","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75778,-36.74975],[174.7577,-36.74929],[174.75769,-36.74919],[174.75769,-36.74902],[174.75768,-36.74891],[174.75766,-36.74882],[174.75749,-36.74824]]}"
"Columbia Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69881,-36.74127],[174.69961,-36.74114]]}"
"Bayview Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74945,-36.71308],[174.74939,-36.71309],[174.74931,-36.71309],[174.74923,-36.71308],[174.74914,-36.71307]]}"
"Dairy Flat Hwy","Albany Heights","80","{""type"":""LineString"",""coordinates"":[[174.68172,-36.72164],[174.68164,-36.72158],[174.68152,-36.72149],[174.6814,-36.72139],[174.68126,-36.72126]]}"
"Glencoe Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.7393,-36.71759],[174.73947,-36.71742],[174.73958,-36.71732],[174.73969,-36.71723],[174.73979,-36.71716],[174.7399,-36.7171],[174.74004,-36.71704],[174.74019,-36.71699],[174.74044,-36.71692],[174.74061,-36.71688],[174.7408,-36.71684]]}"
"Miro Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71779,-36.73819],[174.71779,-36.7381],[174.71777,-36.73802],[174.71771,-36.73784]]}"
"Clensmore Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74255,-36.69442],[174.74231,-36.69328]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70902,-36.74153],[174.70898,-36.74151],[174.70894,-36.7415]]}"
"Park Rise","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75655,-36.74887],[174.75678,-36.74879],[174.7569,-36.74873],[174.75702,-36.74865],[174.75712,-36.74857],[174.75739,-36.74833],[174.75749,-36.74824]]}"
"Vicente Pl","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.7187,-36.71805],[174.71896,-36.7179],[174.719,-36.71786],[174.71901,-36.71781],[174.71879,-36.71734]]}"
"Helen Ryburn Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72653,-36.70305],[174.72644,-36.70303],[174.72635,-36.70301]]}"
"Bushglen Ct","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.7377,-36.72888],[174.7376,-36.72884],[174.73753,-36.72879]]}"
"John Brian Dr","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70621,-36.68888],[174.70619,-36.68877]]}"
"Jack Hinton Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.71359,-36.75022],[174.71352,-36.75016]]}"
"Triton Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72264,-36.74025],[174.72241,-36.74014],[174.72226,-36.74005],[174.72213,-36.73995],[174.72192,-36.73977]]}"
"Dairy Flat Hwy","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.65669,-36.68356],[174.65639,-36.68345],[174.65598,-36.6833],[174.6554,-36.68308],[174.65455,-36.68275],[174.65424,-36.68263],[174.65388,-36.68249],[174.65356,-36.68237],[174.65332,-36.68228]]}"
"Cabello Pl","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72424,-36.75188],[174.72473,-36.75175],[174.72493,-36.75173]]}"
"Beatrice Tinsley Cres","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.7041,-36.7531],[174.70485,-36.75229]]}"
"Saddleback Rise","Murrays Bay","50","{""type"":""LineString"",""coordinates"":[[174.74307,-36.73183],[174.74321,-36.7317],[174.74343,-36.73154],[174.74364,-36.73142],[174.74389,-36.73132],[174.74419,-36.73125]]}"
"Mills Ln","Albany","60","{""type"":""LineString"",""coordinates"":[[174.70526,-36.72223],[174.70518,-36.72215]]}"
"Witton Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.68372,-36.75295],[174.6839,-36.75237]]}"
"Sunburst Ln","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73698,-36.70548],[174.73713,-36.70548],[174.73723,-36.70547],[174.73735,-36.70543],[174.73746,-36.70538],[174.73766,-36.70523],[174.73776,-36.70511],[174.73797,-36.70475]]}"
"Cebel Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70501,-36.74942],[174.70588,-36.74942],[174.70618,-36.7494]]}"
"Wright Rd","Dairy Flat","70","{""type"":""LineString"",""coordinates"":[[174.69835,-36.6909],[174.69858,-36.69052],[174.69865,-36.69042],[174.69873,-36.69034],[174.69896,-36.69016]]}"
"Beach Rd","Castor Bay","50","{""type"":""LineString"",""coordinates"":[[174.76463,-36.75589],[174.76457,-36.75583],[174.76452,-36.75577],[174.76448,-36.75572],[174.76444,-36.75566],[174.76439,-36.75557]]}"
"Allender Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72933,-36.69527],[174.73056,-36.69512]]}"
"Glen Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74554,-36.71679],[174.74549,-36.71619]]}"
"Kittiwake Dr","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.68504,-36.75943],[174.68525,-36.75934],[174.68542,-36.75924],[174.68553,-36.75913],[174.6856,-36.75901],[174.68569,-36.75873]]}"
"Hornbill Dr","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71749,-36.7085],[174.71829,-36.70819]]}"
